Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
NY-CMP-1177,SEO,Working Women,6,"WhatsApp, Instagram, Email",19321,2135,842,668,315296,288.51,0.64,English,18.87,Tier 2 City Customers,31-05-2025
NY-CMP-1178,Social Media,Tier 2 City Customers,11,Instagram,84073,8987,2501,1391,299065,200.36,0.07,Tamil,15.32,Youth,03-02-2025
NY-CMP-1179,Paid Ads,College Students,12,WhatsApp,65938,3288,787,503,308842,584.84,0.05,Bengali,6.94,Working Women,14-11-2024
NY-CMP-1180,Email,Working Women,15,"Email, Instagram",74125,2515,789,398,280988,169.17,3.17,Hindi,4.99,Premium Shoppers,05-03-2025
NY-CMP-1181,SEO,College Students,14,"YouTube, Facebook, WhatsApp",25506,1598,642,445,208260,621.85,-0.25,Hindi,10.53,Working Women,11-08-2024
NY-CMP-1182,Email,Tier 2 City Customers,9,"Email, Facebook, WhatsApp",10381,1025,243,165,96690,1097.96,-0.47,Tamil,13.8,College Students,07-04-2025
NY-CMP-1183,Email,Premium Shoppers,6,WhatsApp,90785,7279,3900,2596,1056572,43.42,8.37,Hindi,15.17,Working Women,31-12-2024
NY-CMP-1184,Email,Youth,25,"Facebook, YouTube, Email",60728,6390,3134,1810,1134870,110.2,4.69,Tamil,18.66,Youth,27-02-2025
NY-CMP-1185,Social Media,Working Women,7,Instagram,16698,556,128,57,42123,3507.65,-0.79,Tamil,4.44,Premium Shoppers,12-06-2025
NY-CMP-1186,Email,Premium Shoppers,20,"Email, YouTube",97242,14022,3371,2067,824733,26.59,14,Bengali,20.01,Premium Shoppers,20-09-2024
NY-CMP-1187,SEO,Premium Shoppers,24,"Email, Google",90982,3250,1622,1245,750735,142.18,3.24,English,6.72,Tier 2 City Customers,03-02-2025
NY-CMP-1188,Paid Ads,Working Women,26,"Google, YouTube, Facebook",32842,4033,1838,1444,1121988,191.29,3.06,Tamil,22.27,Tier 2 City Customers,29-11-2024
NY-CMP-1189,Social Media,Youth,28,"Google, Email, YouTube",32021,3377,1323,474,179172,395.56,-0.04,Tamil,16.16,Premium Shoppers,05-05-2025
NY-CMP-1190,SEO,Youth,15,YouTube,36796,1581,774,302,89392,638.87,-0.54,English,7.22,College Students,16-11-2024
NY-CMP-1191,Email,College Students,9,"Google, WhatsApp",12688,1029,579,357,234906,684.03,-0.04,Bengali,15.49,Tier 2 City Customers,07-06-2025
NY-CMP-1192,Social Media,Working Women,21,Email,84359,11028,3084,1901,1186224,40.64,14.35,Tamil,18.98,Youth,17-05-2025
NY-CMP-1193,Social Media,Working Women,9,"WhatsApp, YouTube, Facebook",52151,4951,1155,718,464546,255.1,1.54,Bengali,13.09,College Students,18-04-2025
NY-CMP-1194,Influencer,Premium Shoppers,7,"Email, Instagram",99006,13901,5326,2649,1491387,22.58,23.93,English,22.1,Premium Shoppers,27-05-2025
NY-CMP-1195,Influencer,College Students,9,Google,16548,1532,717,505,111100,231.54,-0.05,Tamil,16.64,Tier 2 City Customers,22-02-2025
NY-CMP-1196,SEO,College Students,16,Facebook,82471,5797,3251,1940,1369640,101.63,5.95,English,13.32,Tier 2 City Customers,30-05-2025
NY-CMP-1197,Social Media,Premium Shoppers,13,"Email, Google, WhatsApp",74621,4124,1052,353,110489,414.62,-0.25,English,7.41,Youth,29-08-2024
NY-CMP-1198,Paid Ads,Premium Shoppers,12,"Google, Instagram",60166,7720,3135,1375,723250,184.29,1.85,Tamil,20.33,Youth,16-03-2025
NY-CMP-1199,Influencer,Working Women,14,Instagram,23232,1381,498,269,101413,931.68,-0.6,Tamil,9.25,Working Women,11-05-2025
NY-CMP-1200,Influencer,Youth,14,"YouTube, Email",61590,3296,700,331,241299,606.17,0.2,English,7.03,Youth,28-02-2025
NY-CMP-1201,SEO,Tier 2 City Customers,25,Instagram,45557,3992,1691,995,584065,291.77,1.01,Tamil,14.66,Tier 2 City Customers,01-08-2024
NY-CMP-1202,Influencer,Youth,20,Google,75362,2209,1054,805,509565,355.08,0.78,Hindi,5.4,Working Women,09-03-2025
NY-CMP-1203,Paid Ads,Premium Shoppers,5,Instagram,18060,1179,300,113,23504,2337.42,-0.91,English,8.82,Working Women,29-07-2024
NY-CMP-1204,SEO,College Students,26,"Instagram, Email",64756,8778,2316,1252,373096,85.43,2.49,Hindi,19.07,College Students,24-08-2024
NY-CMP-1205,Paid Ads,Premium Shoppers,7,"YouTube, Email, Instagram",80324,5248,2799,1801,506081,35.88,6.83,English,12.26,Premium Shoppers,21-01-2025
NY-CMP-1206,SEO,Youth,25,WhatsApp,87064,3404,1029,342,144666,375.62,0.13,Hindi,5.48,Premium Shoppers,14-04-2025
NY-CMP-1207,Social Media,College Students,27,Facebook,83040,4982,1900,1479,535398,130.18,1.78,Tamil,10.07,Youth,31-10-2024
NY-CMP-1208,Paid Ads,Working Women,30,"Instagram, WhatsApp, Google",43489,1996,1016,587,142641,379.31,-0.36,Bengali,8.28,Youth,06-09-2024
NY-CMP-1209,Influencer,Tier 2 City Customers,14,"YouTube, WhatsApp, Instagram",63461,1321,748,494,186732,499.56,-0.24,Tamil,4.04,Working Women,26-04-2025
NY-CMP-1210,Paid Ads,Working Women,21,"Email, Facebook, Instagram",98384,13210,3339,1900,1003200,147.05,2.59,Bengali,18.75,Tier 2 City Customers,24-02-2025
NY-CMP-1211,Paid Ads,College Students,13,Google,73082,2876,1648,1153,726390,142.95,3.41,Tamil,7.77,Youth,09-09-2024
NY-CMP-1212,Social Media,Premium Shoppers,17,WhatsApp,17785,1035,373,284,59072,258.37,-0.19,Bengali,9.51,Tier 2 City Customers,13-04-2025
NY-CMP-1213,Paid Ads,Youth,19,"Facebook, Instagram",58685,7497,3204,1036,384356,171.2,1.17,Bengali,20,Premium Shoppers,29-07-2024
NY-CMP-1214,Social Media,College Students,23,"Facebook, Email",69000,7302,2144,1012,713460,216.59,2.25,Hindi,15.16,Tier 2 City Customers,24-07-2024
NY-CMP-1215,Paid Ads,Tier 2 City Customers,9,Google,99825,11114,2938,1557,326970,119.84,0.75,Bengali,15.64,Premium Shoppers,01-11-2024
NY-CMP-1216,Social Media,Working Women,8,Google,71554,1805,579,460,315100,448.44,0.53,Bengali,3.97,Premium Shoppers,08-02-2025
NY-CMP-1217,Social Media,Premium Shoppers,16,"Instagram, YouTube",51553,1928,775,394,171390,672.55,-0.35,Hindi,6.01,Working Women,15-01-2025
NY-CMP-1218,Email,College Students,16,Facebook,33617,715,218,140,82600,521.24,0.13,English,3.19,Working Women,27-09-2024
NY-CMP-1219,Paid Ads,Premium Shoppers,12,Instagram,58254,7884,2976,2182,1228466,61.71,8.12,Bengali,22.39,Premium Shoppers,15-09-2024
NY-CMP-1220,SEO,Premium Shoppers,14,Email,12744,682,143,74,41292,1510.23,-0.63,Bengali,7.05,Working Women,19-10-2024
NY-CMP-1221,Influencer,Tier 2 City Customers,24,"YouTube, Email, Google",28660,1539,351,120,40200,1644.33,-0.8,Bengali,7.01,Youth,25-02-2025
NY-CMP-1222,Email,Tier 2 City Customers,29,"Facebook, Instagram, Google",59513,2927,1025,382,245244,352.34,0.82,English,7.28,Youth,22-07-2024
NY-CMP-1223,Paid Ads,Tier 2 City Customers,18,"Email, Instagram",17469,1027,357,193,119081,845.55,-0.27,Tamil,9.03,Premium Shoppers,17-05-2025
NY-CMP-1224,Influencer,Tier 2 City Customers,13,"Facebook, Google, WhatsApp",44442,5786,1313,784,164640,87.93,1.39,Bengali,17.74,Premium Shoppers,15-09-2024
NY-CMP-1225,SEO,Tier 2 City Customers,11,"Email, YouTube",73140,4538,1670,1298,447810,89.19,2.87,Hindi,10.26,Working Women,27-09-2024
NY-CMP-1226,Influencer,Working Women,14,"Facebook, Instagram, YouTube",76252,10884,3263,1005,454260,195.78,1.31,Bengali,19.87,Premium Shoppers,17-07-2024
NY-CMP-1227,SEO,Tier 2 City Customers,30,"Email, WhatsApp, Facebook",99718,14868,8876,4926,2827524,12.27,45.77,English,28.75,College Students,17-10-2024
NY-CMP-1228,Social Media,Working Women,22,"Google, Instagram, Email",37252,796,167,129,69531,1806.61,-0.7,Bengali,2.93,Youth,13-11-2024
NY-CMP-1229,Influencer,College Students,18,Google,51202,3810,1914,709,220499,378.23,-0.18,Hindi,12.56,Working Women,22-05-2025
NY-CMP-1230,Influencer,Youth,24,"WhatsApp, Facebook, YouTube",48529,6866,3599,2478,666582,60.44,3.45,Tamil,26.67,Youth,09-08-2024
NY-CMP-1231,Social Media,Youth,13,WhatsApp,19531,2269,982,371,285670,216.17,2.56,English,18.54,College Students,14-08-2024
NY-CMP-1232,Paid Ads,College Students,29,"Facebook, Google, Email",99935,3194,788,424,114056,309.29,-0.13,English,4.41,Youth,19-12-2024
NY-CMP-1233,Social Media,College Students,9,Email,94001,12169,3150,967,703009,123.04,4.91,Hindi,17.33,Premium Shoppers,04-09-2024
NY-CMP-1234,Influencer,Youth,28,"WhatsApp, Email",24636,2511,1460,1064,677768,278.38,1.29,English,20.44,Working Women,18-07-2024
NY-CMP-1235,Influencer,Working Women,6,"Instagram, Facebook, Google",55021,6860,3744,1344,1024128,124.11,5.14,Tamil,21.72,Youth,15-02-2025
NY-CMP-1236,Influencer,College Students,8,"Email, Facebook, YouTube",61797,7760,3214,1122,866184,160.33,3.82,Bengali,19.57,Premium Shoppers,03-11-2024
NY-CMP-1237,Paid Ads,Working Women,26,"Google, Instagram",37899,2425,595,227,140740,802.49,-0.23,Tamil,8.57,College Students,17-02-2025
NY-CMP-1238,Social Media,Premium Shoppers,5,"WhatsApp, Email, Google",84881,8195,3269,1135,676460,145.98,3.08,English,14.84,College Students,03-06-2025
NY-CMP-1239,Paid Ads,College Students,21,"Facebook, WhatsApp",64992,6273,2897,1523,388365,86.54,1.95,English,16.45,Working Women,22-07-2024
NY-CMP-1240,Paid Ads,Youth,25,"Facebook, Google",84708,3733,1601,1059,321936,55.26,4.5,Tamil,7.55,Working Women,18-05-2025
NY-CMP-1241,Social Media,College Students,30,Google,28592,3655,1453,842,261020,293.65,0.06,Tamil,20.81,Working Women,05-12-2024
NY-CMP-1242,Paid Ads,Working Women,20,Email,56474,1315,761,475,162450,350.97,-0.03,Tamil,4.52,Premium Shoppers,17-11-2024
NY-CMP-1243,Social Media,Premium Shoppers,7,"Google, Facebook, Instagram",70498,8059,3823,2157,832602,68.68,4.62,Tamil,19.91,College Students,10-02-2025
NY-CMP-1244,Email,College Students,19,"Instagram, WhatsApp",14170,1123,228,100,52200,1278.38,-0.59,Tamil,10.24,Tier 2 City Customers,21-08-2024
NY-CMP-1245,Social Media,Premium Shoppers,30,"YouTube, Instagram",35819,2513,1247,544,111520,324.24,-0.37,Bengali,12.02,Premium Shoppers,06-01-2025
NY-CMP-1246,Paid Ads,Working Women,12,"WhatsApp, Instagram",44138,5531,1679,562,159046,399.45,-0.29,Tamil,17.61,Youth,03-08-2024
NY-CMP-1247,Paid Ads,Working Women,11,"WhatsApp, YouTube, Instagram",60321,2514,527,339,213231,279.59,1.25,Hindi,5.6,College Students,19-02-2025
NY-CMP-1248,Paid Ads,Tier 2 City Customers,6,"YouTube, Instagram, WhatsApp",51089,2937,1760,1348,624124,94.97,3.88,Tamil,11.83,Premium Shoppers,23-09-2024
NY-CMP-1249,Influencer,Premium Shoppers,6,Email,74805,9095,2883,1924,463684,50.52,3.77,Bengali,18.58,Premium Shoppers,12-02-2025
NY-CMP-1250,Influencer,Youth,18,"WhatsApp, Facebook",35779,5225,2594,856,259368,194.53,0.56,Tamil,24.25,Working Women,07-06-2025
NY-CMP-1251,Influencer,Youth,23,"Email, Instagram",17685,1263,539,409,116974,280.19,0.02,English,12.5,Premium Shoppers,23-09-2024
NY-CMP-1252,Influencer,Working Women,25,WhatsApp,33664,2820,1491,1113,459669,57.37,6.2,English,16.11,College Students,04-04-2025
NY-CMP-1253,Email,Tier 2 City Customers,6,Google,49634,1540,351,122,93818,2180.83,-0.65,Bengali,4.06,Youth,23-07-2024
NY-CMP-1254,Paid Ads,College Students,21,"Facebook, YouTube, Instagram",48777,2423,1387,912,694032,159.35,3.78,English,9.68,Tier 2 City Customers,27-03-2025
NY-CMP-1255,Paid Ads,Premium Shoppers,7,YouTube,20894,477,193,141,42441,492.89,-0.39,Bengali,3.88,Tier 2 City Customers,21-03-2025
NY-CMP-1256,Influencer,Tier 2 City Customers,6,Google,53119,6159,2300,1204,255248,213.16,-0.01,Tamil,18.19,Working Women,05-10-2024
NY-CMP-1257,Social Media,Premium Shoppers,6,Instagram,92447,4234,1240,974,319472,270.14,0.21,Tamil,6.97,Working Women,19-02-2025
NY-CMP-1258,SEO,College Students,11,"Facebook, WhatsApp",49248,1949,1026,499,286925,387.99,0.48,Tamil,7.05,Working Women,24-03-2025
NY-CMP-1259,Influencer,Premium Shoppers,7,"WhatsApp, YouTube, Google",94671,9175,4410,2499,1766793,52.78,12.4,English,16.99,Working Women,14-12-2024
NY-CMP-1260,Influencer,Working Women,21,"Google, YouTube, Facebook",89990,3505,1793,1074,751800,259.5,1.7,Tamil,7.08,Youth,27-10-2024
NY-CMP-1261,Influencer,Premium Shoppers,8,"Google, Facebook",92236,6138,1396,633,446898,417.98,0.69,Bengali,8.85,Working Women,13-10-2024
NY-CMP-1262,Email,College Students,10,"WhatsApp, Google, Instagram",85818,2392,1112,590,340430,328.28,0.76,Bengali,4.77,Youth,14-10-2024
NY-CMP-1263,Paid Ads,Youth,13,"WhatsApp, Google",91560,10243,2457,1139,271082,236.57,0.01,English,15.11,Premium Shoppers,09-10-2024
NY-CMP-1264,Email,Premium Shoppers,8,WhatsApp,56231,3442,1021,492,297168,499.85,0.21,English,8.81,Tier 2 City Customers,25-02-2025
NY-CMP-1265,Influencer,Working Women,9,"Google, YouTube, WhatsApp",48559,2682,766,326,149634,401.57,0.14,Hindi,7.77,Tier 2 City Customers,27-07-2024
NY-CMP-1266,Social Media,Tier 2 City Customers,11,"Email, Facebook, YouTube",39008,1024,417,282,170610,208.64,1.9,English,4.42,Working Women,23-02-2025
NY-CMP-1267,Email,Tier 2 City Customers,16,"Instagram, Facebook",85319,5490,3051,1666,982940,35.63,15.56,Tamil,11.96,Premium Shoppers,19-09-2024
NY-CMP-1268,Paid Ads,Premium Shoppers,16,"Facebook, WhatsApp",83312,7037,3321,2489,569981,37.95,5.03,English,15.42,Working Women,09-04-2025
NY-CMP-1269,Email,College Students,22,"WhatsApp, Facebook",67078,4522,1999,1516,591240,122.57,2.18,Hindi,11.98,Youth,15-02-2025
NY-CMP-1270,Email,Youth,14,YouTube,60317,2337,924,356,86152,607.23,-0.6,English,6,Premium Shoppers,25-09-2024
NY-CMP-1271,SEO,Youth,10,"WhatsApp, YouTube, Facebook",20630,2351,767,456,153216,237.83,0.41,Bengali,17.32,Working Women,15-04-2025
NY-CMP-1272,Paid Ads,College Students,19,"WhatsApp, Instagram, Email",20872,2627,716,430,178450,578.21,-0.28,Hindi,18.08,College Students,23-02-2025
NY-CMP-1273,SEO,Youth,24,"Email, WhatsApp, Facebook",98542,13381,4936,1982,1393346,48.07,13.62,English,20.6,College Students,08-08-2024
NY-CMP-1274,Paid Ads,Tier 2 City Customers,13,WhatsApp,52848,3450,1531,1131,230724,123.84,0.65,English,11.57,Working Women,17-04-2025
NY-CMP-1275,Influencer,Working Women,13,"Google, YouTube",46658,3641,1972,952,482664,112.75,3.5,Tamil,14.07,Premium Shoppers,19-08-2024
NY-CMP-1276,Influencer,Tier 2 City Customers,19,"Instagram, WhatsApp, YouTube",46123,1253,514,336,206976,474.07,0.3,English,4.56,Youth,05-09-2024
NY-CMP-1277,Email,Working Women,29,"WhatsApp, Instagram",64268,8323,2092,854,533750,211.58,1.95,Bengali,17.53,College Students,08-07-2024
NY-CMP-1278,Paid Ads,Youth,9,"WhatsApp, Instagram, Email",57787,6946,3076,1897,1475866,113.15,5.88,English,20.63,College Students,27-07-2024
NY-CMP-1279,Social Media,Tier 2 City Customers,12,YouTube,29025,3970,1528,715,536965,165.11,3.55,Bengali,21.41,Youth,12-10-2024
NY-CMP-1280,Influencer,Working Women,10,"Facebook, WhatsApp, YouTube",30927,3232,1551,621,170775,428.9,-0.36,English,17.47,College Students,21-09-2024
NY-CMP-1281,Paid Ads,College Students,20,WhatsApp,93254,13029,4712,2576,1463168,42.52,12.36,Hindi,21.79,Tier 2 City Customers,06-09-2024
NY-CMP-1282,Email,College Students,25,"WhatsApp, Instagram",56016,3091,1486,1135,500535,201.94,1.18,Bengali,10.2,College Students,07-12-2024
NY-CMP-1283,Email,Tier 2 City Customers,13,"YouTube, Instagram, Facebook",19220,1653,651,282,112518,859.57,-0.54,Tamil,13.45,Tier 2 City Customers,05-11-2024
NY-CMP-1284,Influencer,College Students,24,"Google, Facebook, WhatsApp",35278,3716,1618,730,182500,85.94,1.91,Hindi,17.19,Premium Shoppers,01-09-2024
NY-CMP-1285,Paid Ads,College Students,27,"Google, YouTube",34854,3390,1406,686,216776,266.54,0.19,English,15.73,Premium Shoppers,01-11-2024
NY-CMP-1286,Email,Working Women,11,"Facebook, Google",35580,5336,2493,814,280830,239.72,0.44,Bengali,24.29,Youth,27-08-2024
NY-CMP-1287,SEO,Premium Shoppers,22,"Instagram, YouTube, Google",91042,10498,4250,2279,1620369,48.41,13.69,Bengali,18.7,Premium Shoppers,28-01-2025
NY-CMP-1288,Paid Ads,College Students,17,"YouTube, WhatsApp, Facebook",61525,6343,1928,1119,447600,105.67,2.79,English,15.26,College Students,20-02-2025
NY-CMP-1289,Paid Ads,Tier 2 City Customers,27,Email,74488,4731,2727,1189,439930,126.21,1.93,Bengali,11.61,Tier 2 City Customers,16-11-2024
NY-CMP-1290,Social Media,Tier 2 City Customers,23,"Google, WhatsApp",25159,2909,877,580,240120,91.6,3.52,Bengali,17.35,College Students,15-01-2025
NY-CMP-1291,Paid Ads,Tier 2 City Customers,11,Email,46772,6386,2227,700,298200,99.18,3.3,Tamil,19.91,Premium Shoppers,09-11-2024
NY-CMP-1292,Social Media,Working Women,22,"WhatsApp, Google, YouTube",28876,1886,1050,417,126351,274.12,0.11,English,11.61,Youth,12-01-2025
NY-CMP-1293,Paid Ads,Youth,16,"Google, Instagram",83531,6629,2949,1207,743512,56.39,9.92,English,12.91,Premium Shoppers,16-05-2025
NY-CMP-1294,Social Media,Tier 2 City Customers,15,"Facebook, Google",85396,9341,4162,2304,737280,120.88,1.65,Tamil,18.51,Premium Shoppers,29-05-2025
NY-CMP-1295,SEO,Working Women,9,"Instagram, WhatsApp",27477,4033,1486,875,322000,167.57,1.2,Tamil,23.27,College Students,13-01-2025
NY-CMP-1296,Email,College Students,13,Facebook,80276,2108,784,377,195286,285.85,0.81,Hindi,4.07,Working Women,17-01-2025
NY-CMP-1297,Social Media,Working Women,28,"Facebook, Email, Instagram",11775,678,333,151,72782,1900.84,-0.75,English,9.87,Youth,08-11-2024
NY-CMP-1298,Email,Premium Shoppers,14,Google,94198,11282,6768,4987,3520822,53.98,12.08,Tamil,24.46,Premium Shoppers,11-07-2024
NY-CMP-1299,Email,Youth,30,"Facebook, YouTube",40717,1371,766,320,80320,408.68,-0.39,Bengali,6.03,Premium Shoppers,10-02-2025
NY-CMP-1300,Social Media,Youth,6,"Facebook, Instagram",36090,3443,1378,1052,727984,119.82,4.78,English,16.27,Working Women,06-12-2024
NY-CMP-1301,Email,Youth,14,"Email, YouTube",67894,5119,1395,1097,482680,272.11,0.62,Bengali,11.21,College Students,07-01-2025
NY-CMP-1302,Influencer,Working Women,5,YouTube,11933,247,67,24,16944,9469.83,-0.93,Hindi,2.83,Tier 2 City Customers,01-12-2024
NY-CMP-1303,SEO,Tier 2 City Customers,12,"Email, Google, Facebook",57286,3832,1225,694,525358,144.47,4.24,Bengali,10.04,College Students,20-01-2025
NY-CMP-1304,Paid Ads,Youth,8,"Email, Facebook",20748,1524,890,672,321216,210.07,1.28,Tamil,14.87,Premium Shoppers,08-02-2025
NY-CMP-1305,SEO,Tier 2 City Customers,10,WhatsApp,33973,1434,825,387,182664,464.13,0.02,English,7.79,Working Women,03-11-2024
NY-CMP-1306,Paid Ads,College Students,30,Facebook,85229,3739,888,406,312214,646.45,0.19,English,5.91,Tier 2 City Customers,15-03-2025
NY-CMP-1307,Paid Ads,College Students,28,"Instagram, Google",55784,1715,552,401,119097,702.72,-0.58,Hindi,4.78,College Students,23-03-2025
NY-CMP-1308,Social Media,Tier 2 City Customers,17,"YouTube, Facebook",93707,6645,1491,901,220745,224.2,0.09,Hindi,9.64,College Students,13-12-2024
NY-CMP-1309,Influencer,Youth,26,"Google, YouTube, Email",18590,913,242,164,118408,1813.02,-0.6,Hindi,7.1,Youth,03-01-2025
NY-CMP-1310,Influencer,Youth,15,"Facebook, YouTube",65165,8972,4626,2168,936576,28.7,14.05,Hindi,24.19,Premium Shoppers,30-10-2024
NY-CMP-1311,Email,Youth,22,"Facebook, WhatsApp, Google",19401,2469,596,368,263856,424.18,0.69,Hindi,17.69,College Students,20-09-2024
NY-CMP-1312,Email,Tier 2 City Customers,17,"Google, WhatsApp, Instagram",15248,2184,933,315,217665,809.37,-0.15,English,22.51,Youth,05-10-2024
NY-CMP-1313,Influencer,Premium Shoppers,11,"YouTube, Email, Google",14003,1008,524,324,244296,654.25,0.15,Tamil,13.25,Premium Shoppers,07-03-2025
NY-CMP-1314,Influencer,Premium Shoppers,13,WhatsApp,51751,7300,4116,1982,903792,33.99,12.42,Tamil,25.89,Working Women,17-04-2025
NY-CMP-1315,Influencer,College Students,5,"YouTube, Instagram, Email",83712,6057,3113,1943,823832,37.41,10.33,Hindi,13.28,Premium Shoppers,07-10-2024
NY-CMP-1316,SEO,Youth,18,"Instagram, YouTube",75593,11146,6267,3681,1825776,20.14,23.63,Hindi,27.9,Tier 2 City Customers,25-05-2025
NY-CMP-1317,Paid Ads,Tier 2 City Customers,27,Google,80323,6530,1735,921,396951,263.31,0.64,Bengali,11.44,Working Women,30-10-2024
NY-CMP-1318,Influencer,Tier 2 City Customers,12,WhatsApp,54342,6000,2550,820,510040,107.33,4.79,English,17.24,Premium Shoppers,05-03-2025
NY-CMP-1319,SEO,Tier 2 City Customers,23,WhatsApp,21102,638,320,226,131306,1040.97,-0.44,Tamil,5.61,Premium Shoppers,07-03-2025
NY-CMP-1320,Email,Tier 2 City Customers,8,"YouTube, WhatsApp, Google",17656,2463,1226,546,232596,373.75,0.14,Bengali,23.99,College Students,08-02-2025
NY-CMP-1321,Paid Ads,Tier 2 City Customers,6,Email,86679,11858,2874,1209,869271,186.38,2.86,Tamil,18.39,Premium Shoppers,11-08-2024
NY-CMP-1322,Social Media,Premium Shoppers,21,WhatsApp,34224,2701,865,307,113590,571.56,-0.35,Bengali,11.32,Tier 2 City Customers,16-01-2025
NY-CMP-1323,Paid Ads,Premium Shoppers,16,"YouTube, Facebook",31178,3122,683,241,52056,267.9,-0.19,Hindi,12.98,College Students,17-01-2025
NY-CMP-1324,Paid Ads,College Students,13,Instagram,48495,2914,1509,959,261807,59.01,3.63,Bengali,11.1,College Students,31-10-2024
NY-CMP-1325,Social Media,Working Women,6,Email,57738,6835,3804,1267,918575,113.24,5.4,English,20.62,Premium Shoppers,01-05-2025
NY-CMP-1326,Email,Youth,26,Instagram,45538,6239,3142,2456,1151864,99.88,3.7,Tamil,25.99,Youth,25-08-2024
NY-CMP-1327,Email,Working Women,12,"Facebook, YouTube",90104,10352,5900,3134,1855328,74.69,6.93,Tamil,21.52,Youth,02-10-2024
